小区,count,lng,lat,上线时间,建筑类型,价格类型,显示价格,户型数量,区,地段,地址,ID
上海佳程广场,39000,121.46199474094,31.310995225583,2016-06-20,,均价,均价,0,静安,彭浦新村,场中路1518号（近岭南路）,413278
华侨城苏河湾商铺,60000,121.486741,31.247584000000003,2013-09-16,,均价,均价,0,静安,上海火车站,苏州路912号,410588
绿地海珀黄浦商铺,132000,121.49815097468,31.215289964751,2016-04-29,,均价,均价,0,黄浦,打浦桥,南车站路169弄,437226
虹桥宝龙城商铺,50000,121.241227,31.236454,2015-03-01,,均价,均价,0,青浦,华新镇,新府中路华志路交叉口,389758
中凯曼荼园,128000,121.18021200000001,31.084473,2010-06-30,独栋别墅,均价,均价,22,松江,佘山,佘天昆公路333弄,236928
景瑞尚滨江,128000,121.52021951185,31.219437766683,2016-12-25,,总价,总价,0,浦东,塘桥,浦明路1288弄10号,426271
绿地海岸城,25000,121.73449879231,31.233823588383004,2016-10-30,,均价,均价,0,浦东,唐镇,环庆南路336弄（近高科东路与庆利路路口）,424128
百润时代,35000,121.930221,30.903357,2013-08-17,,均价,均价,0,浦东,临港新城,申港大道133号（申港大道和山兰路交汇处）,413228
虹桥协信中心,55000,121.32148500000001,31.207392,2014-08-01,,均价,均价,1,闵行,华漕,申虹路663号,413252
绿地中央广场,39000,121.46047921355,31.305334490874,2013-12-20,,均价,均价,0,静安,彭浦新村,闸北江场路1377弄（江场路寿阳路路口）,413266
地纬生活广场,56000,121.683723,31.200745,2014-03-08,,均价,均价,0,浦东,川沙,新德西路100弄、荣川路528-554号（双）等,410487
高桥红坊,56000,121.580956,31.353215999999996,2014-12-06,,总价,总价,0,浦东,外高桥,张杨北路5688弄等,410525
中信广场,81800,121.49070528158,31.254129131167,2008-09-12,,均价,均价,0,虹口,北外滩,四川北路859号,410310
同济逸仙大厦,26000,121.49625400000001,31.300757,2012-05-25,,均价,均价,0,杨浦,五角场,逸仙路13-25（单）号,424429
苏宁天御国际广场,90000,121.386301,31.228064,2013-07-06,,均价,均价,0,普陀,长风,丹巴路99号(近云岭东路),413291
连城1号,45000,121.437794,30.995516,2013-01-01,,均价,均价,0,奉贤,西渡,沪杭公路228弄,421440
人生港湾南欧城商铺,12000,121.77548341716002,31.047439349815,2012-06-30,,均价,均价,0,浦东,惠南,惠南镇城南路918弄（靖海路与沪南公路交汇口）,418159
瀛通绿地大厦,76000,121.47736654008001,31.198151285275998,2011-04-10,,均价,均价,0,黄浦,打浦桥,开平路88号(日晖东路555号),413307
鹏欣一品漫城一二期商铺,50000,121.50126855691002,31.123336231434998,2012-09-01,,均价,均价,0,闵行,浦江,浦星公路568号,432044
中国铁建青秀城商铺,38000,121.404881,31.367386,2016-06-30,,均价,均价,0,宝山,顾村,宝荻路500弄,412443
旭辉浦江国际,30000,121.52073347407,31.083494656396,2012-09-26,,均价,均价,0,闵行,浦江,闵行区联航路1650号（近恒南路),422784
新角里,20000,121.06420200000001,31.115469,2014-06-30,,均价,均价,0,青浦,朱家角,祥凝浜路468-530号,410858
骏丰国际财富广场,55000,121.50833,31.279513,2008-09-19,,均价,均价,0,虹口,北外滩,大连路1599号,412224
中建大公馆,165600,121.52335500000001,31.337088,2015-06-27,独栋别墅，联排别墅，叠加别墅,均价,均价,4,杨浦,新江湾城,政和路538弄,239927
中洲君廷,150000,121.46057900000001,31.186730999999998,2016-04-23,小高层,总价,总价,4,徐汇,龙华,宛平南路1188弄,249277
绿庭国际大厦写字楼,17500,121.474654,30.938774,2014-08-17,,均价,均价,0,奉贤,南桥,奉贤航南公路5088弄（韩谊路路口）,437494
上海名流国际商业街,45000,121.71868130898001,31.04967556297,2017-08-01,,均价,均价,0,浦东,惠南,南六公路99弄2号,418797
申亚时代广场,34400,121.438768,31.220996999999997,2017-12-14,,均价,均价,0,长宁,虹桥路,天山西路18号　,413286
上海朕天光电科技园,8500,121.70403810084998,31.012951170847,2013-11-16,,均价,均价,0,浦东,惠南,汇技路988号(近申腾路),413283
印象钢谷,8500,121.3603089808,31.463577512464,2009-11-18,,总价,总价,0,宝山,罗泾,潘泾路4333号（靠近金石路）,420146
西郊乐缤纷广场,36000,121.23867574673001,31.233788176052,2016-10-22,,均价,均价,0,青浦,华新镇,新府中路1399弄,415486
盛创企业天地,14000,121.28088121838002,31.407736292663998,2014-05-15,,均价,均价,0,嘉定,嘉定新城,嘉罗公路1661弄,420602
133世界广场写字楼,30000,121.53229099999999,31.327852000000004,2016-10-07,,均价,均价,0,杨浦,五角场,杨浦世界路133号,437483
金领国际商铺,55000,121.63692531427,31.248831038309003,2017-04-25,,均价,均价,0,浦东,唐镇,浦东锦绣东路5111弄（近川沙路）,432061
上海国际研发总部基地,22000,121.4168,31.322613,2012-12-01,,均价,均价,0,宝山,上大,沪太路2999号（近上大路）,413277
复旦软件园·智慧新天地,43000,121.55003520821998,31.282304699982,2013-05-19,,均价,均价,0,杨浦,东外滩,隆昌路590、592号,424479
安信财富中心,18000,121.49480905665001,31.399546099682997,2014-04-01,,均价,均价,0,宝山,淞宝,牡丹江路1248号,431336
海珀旭晖商铺,88000,121.46508164973999,31.189338193378,2011-11-19,,均价,均价,0,徐汇,龙华,东安路800弄,437230
富悦财富广场,18000,121.25334205851999,31.065874613677,2015-06-05,,均价,均价,0,松江,松江新城,松江茸悦路208弄,437493
同润十里洋坊商铺,50000,121.32328600000001,31.012686,2011-08-01,,均价,均价,0,松江,松江新城,车墩镇影佳路123弄,410556
平高世贸中心,32000,121.2421988167,31.012303038934,2014-09-30,,均价,均价,0,松江,松江老城,中山中路79弄9号,424122
中环协信天地,41000,121.464533,31.303523,2014-02-01,,均价,均价,0,静安,彭浦新村,闸北江场路1228弄,413319
毓阳东首岸,30000,121.93134765838998,30.903114465728002,2012-02-14,,均价,均价,0,浦东,临港新城,山兰路446号（近水芸路）,413311
中童巴比尼,30000,121.33676399999999,31.3117,2015-01-18,,均价,均价,0,嘉定,南翔,浏翔公路699号,419777
浦纳美筑,10800,121.82264342846001,30.918126577684003,2016-08-01,,均价,均价,0,浦东,临港新城,南芦公路1738弄16号,428139
青浦宝龙城市广场,10800,121.15943,31.167971,2016-11-27,,总价,总价,0,青浦,青浦新城,盈港东路与汇金路交汇处,437512
咸塘商业步行街,30000,121.603144,31.043134999999996,2008-12-19,,均价,均价,0,浦东,航头,沪南路5469弄,420247
恒基旭辉中心,48000,121.32349522790001,31.217620467108002,2016-12-03,,均价,均价,0,闵行,华漕,申虹路1188弄（近迁虹路）,437300
康乐金街,40000,121.763722,31.123965999999996,2016-10-13,,均价,均价,0,浦东,祝桥,南祝路388号（近南祝路）,415461
中房晶华公馆,38000,121.528149,31.152240000000003,2015-04-20,,均价,均价,0,浦东,三林,东明路2600，2608，2612号等,410938
