小区,房屋数量,count,均价变动,lng,lat,地址,ID
文曲路5号小区,2,17100,,120.654864,31.270500,文曲路5号,887600
金磨华庭,1,4421,,120.579745,32.288813,育贤南路，近如港公路,926277
西门北村,7,12566,0.006266,120.544705,31.871761,龙须弄，近梁丰路,889530
金都花苑,4,7500,,120.442986,31.944232,晨丰公路，近勤政路,889370
绿洲华庭,3,11336,-0.001673,120.639312,30.908196,舜湖西路，近宝龙桥路,887313
海悦府,195,11960,,120.462865,30.444866,修川路,892096
万科金色里程,2,33333,,120.550195,31.372493,藕巷街6号,885363
紫金花园,38,10161,0.001799,120.560297,30.643815,茅盾东路5-38号,993046
望河花园,1,9247,,120.693734,30.524965,联塘路,891535
中铁诺德誉园,1,15319,,120.479562,31.387808,华金路88号,886729
紫金国际,3,9875,,120.429689,31.952317,黄泗浦西路1号,889637
仁文公寓,1,22857,,120.659825,31.309064,东环路930号,888409
红旗新村,2,16310,-0.063343,120.613326,31.306832,三香路40号,885938
东振花园,1,15178,,120.664218,31.297678,东振路85号,888331
御景豪庭,34,8510,-0.003221,120.539980,31.016826,商业街315号,887133
龙山庄园,1,10344,,119.910137,31.029515,龙山大道,939538
旭辉郎香郡,25,16091,,120.694385,30.757483,育英路，近秀园路,926311
太湖花园,8,10923,-0.001668,120.108034,30.901814,太湖路699号,939142
融创太湖印,19,8426,,120.119784,30.949183,震泽路,994850
蓝湖湾,22,12980,-0.001481,120.537879,31.855617,暨阳湖大道,889409
德鸿练溪上郡,47,6623,0.005847,120.420436,30.720260,迎宾路289号,939222
旺角维多利亚花园,1,12400,,119.911700,31.025707,花菇山路,939560
紫薇花苑,2,12663,-0.004266,120.459710,31.430415,御亭路,889024
西山一品商务中心,3,6168,-0.026436,120.691835,30.534672,工人路218号,892152
白领公寓,1,12384,-0.060285,120.554828,31.284946,枫瑞路178号,886556
涵月楼花园,5,22293,-0.001903,120.409367,31.092111,雨花路,888094
姑苏金茂府,2,25000,,120.595284,31.313455,金门路,885501
香榭假日山庄,1,24615,,120.524727,31.279587,金山路,887889
东茂商业广场,82,10810,,120.647267,30.909754,舜湖西路，近西环路,887365
金星花苑一区,1,23622,,120.561958,31.435225,中市路,889050
钱江君庭(北区),5,11857,,120.567984,30.408870,中新路79号,914291
当代万国府ΜΟΜΛ,2,27368,,120.625190,31.339094,苏站路,915259
紫竹园,2,11000,,120.572151,32.385457,健康南路45号,918436
1号公馆,59,8333,,120.589161,30.632833,圆明路403号,992977
碧桂园,188,12691,-0.001789,120.468703,31.379205,华通路299号,886669
苏苑二村,1,14814,,120.648014,31.279700,吴中东路66号,887582
中山小区,2,8181,,120.551601,30.647001,中山西路，近北门大街,993045
中南世纪城,2,12170,,120.646623,31.135135,中山南路，近长板路,887080
伟业迎春丽家,1,12421,-0.040163,120.660151,31.218679,清阳路,886822
利铭花园,59,7239,0.001591,120.268921,30.725610,莫墙线,995195
公园新村,1,10915,,120.557396,31.878069,公园路，近城北路,889279
仓街28号小区,2,14000,,120.644244,31.317454,仓街28号,885868
碧桂园翡翠湾,36,9440,0.003908,120.081540,30.844649,田园路，近二环西路,1030268
恒达星湖湾,8,11250,,120.668504,31.157607,运东大道,887010
东湖新村,1,16666,,120.635108,31.232106,盛城路,887451
玉兰新村,1,35179,0.033210,120.641550,31.297141,南园北路25号,886330
中良新塍花园,6,6666,,120.616915,30.795233,兴镇路,780835
攀华国际广场,3,8888,,120.576089,31.844886,东南大道,889454
如皋碧桂园,72,5941,-0.007102,120.569095,32.414074,海阳北路,918381
绿洲华庭(别墅),1,35820,,120.640103,30.907438,舜湖西路,887359
龙源新河湾,1,4580,,120.558790,32.366996,花市路，近解放西路,1010391
万汇广场,34,9209,0.007026,120.083165,30.869895,红旗路1188号,939160
汇丰新村,13,6244,-0.000840,120.546360,30.626085,校场西路,892465
西塘小筑,64,25857,-0.006035,120.630167,31.282214,西塘北巷12号,887630
江锦云庐,5,7447,0.002389,119.900943,30.998919,紫金路,1006348
春馨园D区,1,24632,0.125263,120.567058,31.334883,春馨园路，近鹿山路,885354
百合花园,36,8965,,120.563107,30.645698,中山东路,892429
吉祥一区,1,13000,,119.974532,30.542174,吉祥街,939378
新南浔孔雀城,770,10459,0.000335,120.425475,30.843790,联谊路,995198
大运城,1,16006,0.043348,120.541454,31.262816,中山东路88号,887970
苏州城市生活广场,1,10869,,120.614273,31.348970,平泷路，近花莲路,885448
锦港花园,1,10595,0.032675,120.477147,30.995554,繁荣路,887191
恒润新新家园,2,18000,,120.577805,31.323525,新庄西路,885459
御龙湾(别墅),4,23457,0.039807,120.123571,30.879322,龙湾路208号,990892
大自然城市花园,9,10112,,119.925174,31.011068,解放东路129号,939461
南门新村,4,12317,0.007834,120.632773,31.298202,竹辉路，近人民路,886207
赞成学士府,5,10112,,120.133449,30.882939,二环东路,939201
民乐小区,4,28877,,120.002881,30.545069,武源街,939399
融创81栋长岛,2,16666,,120.562909,31.423537,春秋路5号,889062
幸福新村,2,7559,-0.005721,120.573222,30.633008,幸福路，近振福路,993037
光福锦泽苑,1,19757,0.036038,120.398108,31.305591,塔山路6号,887983
立新漾滨春天,1,11238,,120.652205,30.911962,中心大道2699号,887307
豪天花苑,195,6381,-0.000861,120.591509,32.110665,长江东路,918311
南浩街5号小区,1,22356,0.041048,120.615357,31.308463,南浩街5号,885962
万丽广场,926,11222,-0.000468,120.690858,30.764750,秀园路698号,991005
宝马花园,17,8163,,120.442023,30.527477,工农路999号,892543
平齐花苑,1,17142,,120.630746,31.333741,平齐路,885654
宏坝B区,3,8904,0.042804,120.585543,32.394269,宁海东路,918319
阳光绿城,1,8320,,120.434297,31.950463,金厦路,889576
帝景花园,1,8818,,120.657013,31.163903,流虹路138号,886877
伟业银座,6,9083,-0.003046,120.668298,31.167906,云梨路,887032
湖畔御园,23,10269,-0.001628,120.643820,31.774193,西凤路,801523
陡门花苑,1,5303,,120.645472,30.756307,新农路,890187
德尔金色摩纺,6,12878,,120.647708,30.903486,市场路1号,887353
青成名苑,13,8046,-0.003529,120.393387,30.584109,青石路16号,1034807
金色华府,11,10000,,119.925769,31.026080,长城路，近中央大道,1012330
西门南村,5,14757,0.010788,120.543685,31.870031,西门路，近盘龙路,889231
康桥丽都(别墅),1,45454,,120.634586,31.375154,嘉元路663号,888925
嘉兴日报宿舍,1,10909,,120.699936,30.763519,中山西路265号,890215
伊顿公馆,40,9495,-0.000632,120.428605,31.956734,中圩路，近中港南路,943754
新都汇,1,10800,,119.933771,31.016721,县前东街,939575
信达香格里,3,11445,,120.692695,30.761446,秀园路398号,890276
湖畔佳苑,42,40000,,120.590856,31.262451,学府路189号,886652
旭辉朗沁花园,4,32787,-0.000389,120.524928,31.351166,星丰路，近星宇路,886714
恬园,11,13483,,120.312883,31.130880,金庭路170号,888120
御湖天誉,17,9577,-0.008387,120.125044,30.947209,安居路66号,939195
明华月亮湾花园,3,8770,-0.025014,120.433033,30.863374,嘉业南路318号,939274
锦瑞苑,9,8823,,120.445176,30.885081,便民路449号,939255
东湖金悦(别墅),74,10212,,119.990993,30.990111,滨江大道,946358
水岸华庭,2,12361,,120.535895,30.635933,和远路，近和悦路,993027
东二路小区,1,33450,0.043152,120.634937,31.296595,东二路,886116
宏和珈都,95,4585,0.000164,120.267702,32.670016,文化路，近白古线,1020805
友谊新村,2,8620,,120.108875,30.875928,苕溪西路300号,939190
绿地家园,5,7333,,120.676050,30.688721,绿园路,890239
金海大厦,3,10000,,120.587120,30.626387,校场东路1572号,993007
西小区,1,8500,,120.686699,31.169109,云梨路,887018
梅花新村,5,32468,-0.001430,120.637143,31.344447,官渎路,885411
中央花园,1,14666,,120.629583,30.673005,兴旺路19号,926331
盛世华庭(别墅),5,7128,0.057410,120.548470,32.389520,中山西路168号,918439
唐韵花苑,117,9481,-0.000053,120.623420,30.795529,兴镇路，近虹桥路,991003
狮山当代MOMA,20,19705,-0.001659,120.538871,31.283342,竹园路，金枫路,886640
锦溪江南美墅(别墅),2,10416,,120.024239,30.671625,建设路1号,939058
海港新城,1,10285,,120.580139,32.110314,疏港公路,918308
高桥阳光城,12,11020,,120.574273,30.547356,乌镇大道，近高铁大道,998685
佳和玫瑰园,1,6000,,120.282879,30.834109,潘塘路,939239
海上湾(别墅),11,24206,,120.163453,30.873685,蜀山路1788号,938997
丽景苑,10,34642,0.003476,120.638735,31.314705,干将东路636号,885861
金润玺景苑,4,10273,,120.637360,32.403794,中山东路，近如泰运河大桥,1030932
桃园新村,3,4871,,120.606102,32.305125,园景路,918402
新城吾悦广场,110,15246,0.004613,120.595896,30.634163,振兴东路439号,993033
绿地太湖城,9,26219,0.042318,120.605416,31.132782,东太湖大道8899号,886853
中南新村,2,9851,0.030116,120.438877,31.955253,中南路,889633
中兴花园,3,19439,-0.002207,119.977802,30.549196,中兴北路126号,939448
东郊花园,7,13501,0.000093,120.646509,32.406481,贾公路1号-60号,918287
华庭现代城,2,8750,,120.698095,30.516210,海昌路,890671
晶都花苑,1,9101,,120.617873,30.679494,凯旋路1255-1259号,892540
银杏苑,5,32142,0.115216,120.591122,31.313241,金门路919号,885605
太湖如意湾,1,7892,-0.056598,120.419529,30.967654,环湖路1555号,887199
太湖明珠南泊湾,43,10144,,120.411374,30.962085,环湖路,887198
五峰山枫林山居(别墅),2,17129,,119.585216,30.602462,306省道,989734
嘉园,5,90157,,120.643532,31.302637,南石皮弄7号,886158
招商小石城香樟园,1,13473,,120.620820,31.222845,梧桐街，近吴港南路,887643
龙湖苑,1,7555,,120.188990,30.717432,东栅路,939268
康馨花园,1,64453,,120.602623,31.282574,解放西路147号,886023
星光耀花园,31,11882,,120.552755,31.361465,虎池路1588号,885364
秀洲小区,7,7837,,120.695683,30.755869,秀园路128号,890289
花样年太湖天城,29,9729,,120.423700,31.222382,环太湖大道128号,505193
木中小区,1,8333,,120.653458,31.175088,江兴西路191号,886941
正荣悦岚山,1,9813,,120.482621,31.389657,真山路,886728
海上湾,12,13207,0.196137,120.163551,30.873112,蜀山路1788号,938998
宏博金海岸,2,6363,,120.505874,32.553297,迎宾路116号,917894
海宁江南世家,4,9770,,120.699938,30.499938,海昌大道,892083
春江花苑,13,8571,,120.630413,30.496143,庆东路，近硖斜路,925378
康桥名园,5,10112,,120.453944,30.448584,开元路,890957
文苑小区,6,8333,,120.121842,30.869363,外环东路,939167
金科廊桥水岸,10,13175,0.014398,120.643321,31.127697,思贤路，近鲈乡南路,802377
国际公寓,8,8076,,120.630826,30.908955,西二环路,887292
智富城MIMON,28,6037,,120.695384,30.765529,秀清路626号,890325
紫薇花园,11,9139,,120.680328,30.521911,文宗路8号,892014
南环东路3号小区,3,27272,,120.655683,31.290033,南环东路3号,886378
织里中心花园,1,6666,,120.276418,30.870517,康泰路,939206
锦绣家园,15,6626,,120.584717,32.109432,纬三路18号,918352
新城金郡1期,14,28346,-0.007632,120.630045,31.225695,邵昂路66号,887645
江风海韵,11,6000,,120.577505,32.107194,长江东路,918341
虹桥商厦小区,1,5791,-0.013416,120.618267,30.805383,兴镇路386号,926324
向阳新村,4,9960,0.001332,120.553259,31.871107,梁丰路，近河东路,889546
佳兆业君汇上品花园,4,21414,0.123603,120.590238,31.388877,兴业路，近苏埭路,888969
锦绣江南,7,13972,-0.000340,120.608934,31.075803,同心西路88号,887128
阳光水榭花园(50-94幢),1,14400,,120.633309,31.255132,东吴南路，近石湖西路,887657
时代广厦,16,8888,,120.693782,30.528707,海昌路192号,891426
开元名都,17,10975,,120.676821,30.498522,江南大道2388号,892110
招商依云华苑,1,13186,,120.603646,31.395123,广济北路，近安元路,889003
书香名苑,3,9189,-0.001087,120.686535,31.542661,新阳大道65号,885109
海安7星首府,8,6134,-0.006157,120.500605,32.540343,黄海大道东19号,926348
中梁秀湖壹号院,11,12190,-0.034722,120.685475,30.780036,秀园路,890333
海宏花园,1,5625,,120.686776,30.535860,文苑路,890541
西门南村,1,8411,,120.544422,31.870541,长安中路,889531
湖东花苑,1,9888,,120.556738,31.850232,馨苑路,889326
中央公园城(二期),2,9323,,120.680716,30.899405,杨扇路，近目澜路 ,887351
碧桂园翡翠湾,20,9881,-0.003981,120.558458,31.854055,暨阳湖大道，近河西南路,889642
塘湾新村,1,11702,,120.634947,31.262226,东吴南路,887593
禧悦,215,23109,-0.003267,120.570238,31.297512,滨河路999号,886612
康桥名城,3,9216,-0.001463,120.680393,30.517897,文宗南路18号,890941
招商雍华府,86,31604,0.001648,120.535459,31.276886,金枫南路8号,887920
新柳溪花园,1,9493,,120.647710,31.185371,柳溪路,886840
格林悦城花园,1,9604,-0.004483,120.683525,31.189091,淞兴路2号,988071
丽景佳苑,2,7439,,120.457880,32.540237,永安北路,917915
溪山美墅,1,7751,,119.986081,30.531109,云岫南路459号,939428
华申苑,1,3623,,120.503778,31.997782,德申路206号,889339
横泾花园,1,12500,,120.556225,31.816984,金港大道，近西塘公路,889312
梦享城,314,11063,,120.083228,30.870870,红旗路，近二环西路,1033222
世纪花苑,17,7427,0.000539,120.557504,30.648721,庆丰北路183号,798204
绿城御园(别墅),1,36666,,120.080533,30.905083,青铜路1739号,939082
金色港湾,36,11717,0.002310,120.455406,30.454675,修川路,798198
西郊花苑(别墅),1,35324,0.132869,120.482943,31.241913,孙武路642号,887956
恒熙湖庭,2,18823,,120.685565,31.288445,通达路1988号,888703
红树湾花园,1,17728,,120.641846,31.228888,兴吴路1283号,886799
锦华苑,1,53125,0.022057,120.571722,31.301520,滨河路,886581
南方大厦,68,8058,-0.002383,120.568514,30.634042,永兴路2号,993022
中南世纪城(别墅),2,13502,0.012694,120.648475,31.134923,中山南路,887086
万城理想公馆,35,10603,0.002032,120.667362,30.531750,硖仲路，近双联路,917054
金茂花苑,1,7078,,120.367150,30.639654,河山大街132-138号,926330
姑苏院子,15,34143,0.001775,120.592866,31.322892,西园路66号,885620
豪杰翡翠湾,5,11701,,120.646887,30.790762,嘉铜公路,795480
锦昌苑,1,32647,-0.001499,120.570398,31.300361,狮山路100号,886580
通和家园,1,14457,,120.124067,30.879191,龙湾路196号,946357
路劲香港时光,2,22727,,120.551346,31.279613,汾湖路,886588
中栋名都,1,8455,,120.696121,30.529087,水月亭西路,891945
瑞丰大厦,1,6551,,120.569165,30.636486,润丰步行街东68号,993026
金领华都,1,9375,,120.678767,30.539898,洛隆路523号,890816
吴江新城吾悦广场,2,23200,,120.624082,31.144927,开平路2188号,886864
佳源都市,90,9822,-0.000331,120.080131,30.850406,佳园路,939033
合景领峰,8,15168,,120.534404,31.279879,金枫路268号,887755
金科世界城,15,6153,,120.553923,32.381147,宁海西路168号,926280
金水苑,4,5172,,120.594241,32.105796,新城经二路,918349
悦湖美郡,3,9569,,120.541850,30.925854,镇南路958号,800130
欧洲花园,1,23999,0.366000,120.672112,31.297077,通园路668号,888396
天顺花苑,2,5800,,120.577823,32.107881,长江路，近通江路,926268
新城市花园,8,8374,-0.001609,120.674372,30.540978,洛隆路,891638
东方时代广场,1,10429,-0.007824,120.676351,31.472838,珍珠湖路，澄阳路,924925
旭辉朗香郡,7,13076,,120.527604,31.351563,星宇路,886716
招商雍和苑,8,28489,0.110476,120.427992,31.345302,科发路,886763
祥云花园,2,9213,,119.708568,30.627744,玉馨路,939704
汇金广场,3,7473,,120.592943,32.111819,长江东路,918328
凤凰二村,3,6351,,120.099150,30.883850,青铜路,938978
苏州义乌国际商贸城,5,10638,0.000282,120.619620,31.339117,苏站路,885393
富康花苑,3,5967,,120.274997,30.861513,富康东路,938984
港澳桂苑,1,13777,,120.638501,31.250467,天灵路111号,887467
保利观湖国际,1,32291,,120.688244,31.255761,尹鸿路,887380
海安海洲水韵天城,2,6451,,120.449801,32.550623,人民西路92号,926352
金色港湾,34,8307,,119.906528,31.014295,道园路,939512
森松花园,1,5909,,120.589633,32.096776,华江大道,918387
滨江丽景,2,7881,,120.390475,30.866905,适园西路999号,939220
中央公园城(别墅),1,7040,,120.680204,30.897895,东方大街2号,887362
新南浔孔雀城(别墅),67,10169,,120.425926,30.844729,联谊路,995199
新亚旭景园,1,9398,,120.683304,30.913962,红安路58号,887340
旭辉朗香郡,16,15564,0.030011,120.694416,30.757351,秀园路,791966
得力御龙湾,26,8245,-0.001453,119.905726,31.042248,画溪大道2689号,939463
融创太湖印(别墅),6,8928,0.008044,120.120611,30.947999,震泽路,994849
优优学府,46,12608,0.005904,120.174538,30.854018,草荡漾路，近小山路,1033219
名城花苑,16,9080,-0.012238,120.454213,30.536459,青阳东路,797225
景瑞望府,1,13102,,119.899424,31.030097,龙山大道888号,939522
幸福家园,1,6000,,120.600489,32.178692,迎宾路,918574
西城时代,2,9186,,119.877205,31.012848,滨海路,939564
观景府,18,9090,,120.435301,30.853436,嘉风路,939232
金庭花园北区,1,7203,,120.318469,31.139365,东园公路115号,888109
如意新村,2,5049,,120.669123,30.915137,如意路,887320
博雅苑,1,24257,,120.612016,31.273033,宝带西路858号,886411
永兴小区,3,15955,,120.601224,30.658630,恒兴路,892525
镇南新村,4,9684,0.011040,120.514514,30.917500,镇南路1270号,1037886
东湖金悦,25,10631,,120.592460,30.634900,振兴东路329号,992988
瑞富广场公寓,2,7721,,120.631571,31.298082,人民路438号,886245
合景峰汇一期,1,22641,,120.611207,31.370158,人民路,888958
合悦江南,25,10869,,120.572686,30.545333,悦容路,892450
东大街如意佳园,33,7954,,120.472706,32.558567,凤山北路，近河滨东路,917957
健康新村,1,4500,0.000056,120.602530,31.930917,昆仑山路，近华山路,889358
皇家领誉,1,11891,,120.633694,30.911346,舜湖西路1300号,887298
南山雅居,95,11127,0.000315,119.876074,31.099139,长水线,1025093
滨江龙湖湾,6,7760,0.060578,120.560987,31.973520,府前路，近锦江路,889216
象贤花园,2,5652,,120.687605,30.767146,洪高路1119号,890270
曙光新村,6,26666,,120.634338,31.320975,临顿路,885772
金龙花园,2,48571,,120.573762,31.295321,滨河路188号,886577
欧洲花园,1,15080,0.043489,119.925363,31.017357,长洲路，县前东街,1012329
新城吾悦广场,78,14398,-0.004046,120.549377,31.843691,金港大道，近南二环路,889655
鑫苑国际城市花园南区(虎丘区),2,17643,0.008171,120.568911,31.322939,华山路8号,886535
丽景佳苑,5,7627,,120.450692,30.450845,景华路220号,952804
姑苏区万达广场,3,15000,,120.621754,31.348985,人民路3188号,885436
书院二村,5,8850,,120.597882,31.927809,书院路，近合兴路,889489
海宁洛塘公馆,117,11363,,120.629617,30.495679,硖斜路，近白狞港,1032298
星城铭座,16,10000,,120.493428,31.245856,孙武路602号,887900
名骏豪庭,25,7966,0.004603,120.625111,30.798132,虹桥路,762087
绿都姑苏雅集,16,39505,-0.000645,120.632247,31.295494,人民路，近东二路,1024528
中奥美泉宫,9,17855,0.003386,120.076589,30.920657,弁山大道1818号,939207
金都花苑二期,1,8089,,120.448675,31.944117,中兴南路，近晨丰公路,889703
峰尚公寓,2,20341,0.008440,120.572032,31.298456,狮山路75号,886562
和睦苑,1,5421,,119.975237,30.538093,和睦巷,939370
竹镜茶语,2,10196,,119.875503,31.098995,长达线,939610
天诚公寓,1,8095,,120.697352,30.522235,海昌南路,891511
书香名苑,2,7792,,120.614361,30.494917,云川路,952814
三元新村,3,30701,,120.583281,31.311355,金门路,885572
曲新花苑,1,5251,0.011703,120.337193,32.500607,曲新路13号,926350
世纪新城,3,14338,-0.051561,120.546318,31.887964,恒河路，近大包巷弄,889484
花苑二村,3,23170,,120.520949,31.267870,花苑西路,887762
太湖纯水岸,6,15731,0.002150,120.431176,31.229758,伍相路1号,887998
莱茵河畔,27,8988,,119.920406,31.044107,锦绣路，近合溪新港路,1006347
绿城诚园,2,10875,,119.729526,30.627191,安吉大道,939679
金域蓝湾,1,14705,,120.526538,31.297522,金山路，近湘江路,887782
金域世家,42,11355,0.000220,120.664962,30.532158,硖仲路499号,1018750
景润苑,1,7030,,120.374074,30.446150,石桥路,890895
鼎昌名邸,83,4415,,120.416544,32.311134,人民路64号,926278
金海丽水湾,7,8510,-0.054444,120.452041,32.556914,河滨西路88号,917905
天地源太湖香颐花园,1,15411,,120.621754,31.193988,吴郡路，近君益街,888080
恒都香缇溪岸,8,13084,,119.668150,30.602097,浒溪南路,939641
合景峰汇二期,4,17500,,120.609995,31.370039,人民路,888949
钱江君庭(南区),3,17840,-0.064963,120.568361,30.406853,翁金线，近三里港路,914290
汇丰苑,1,11365,0.384716,119.975193,30.547721,千秋东街,939375
维多利亚花苑,1,21507,0.029154,119.914566,31.026784,龙山大道179号,939562
奥体新城,2,6746,,120.607834,32.379582,惠政路,918271
建成丽园,6,5434,,120.578104,32.281848,如港公路,1010377
南洋公馆,3,5625,,120.291574,30.614928,南洋路,939343
崇福凤凰城(别墅),1,11271,-0.011965,120.428376,30.532474,崇民大道，近崇永线,992984
观音弄小区,1,34084,0.112745,120.639771,31.309263,十梓街,886137
暨阳湖壹号,3,16117,-0.004908,120.542370,31.855644,暨阳湖大道,889352
紫金南苑,2,11730,0.016662,119.905667,30.999503,紫金路,939612
阳光花城,22,10455,-0.017340,120.620127,30.679631,凯旋路1398号,892521
一品苑,36,7386,,120.562969,31.873234,东环路，近暨阳中路,889581
蓝金苑,2,4000,,120.652258,30.425961,广场路，近镇中路,892123
莱茵河畔(别墅),58,10271,-0.004965,119.920190,31.046924,锦绣路，近合溪新港路,1006346
汇高百悦府,4,10000,,120.697337,30.497450,江南大道，近海昌南路,952801
万华金御湾,15,7317,,119.941685,31.026258,中央大道,939558
滨湖苑,1,5384,,120.191256,30.722448,里桥路,939219
融创石湖桃花源,1,19727,,120.608872,31.261439,友新高架，近新郭港,886663
锦丰新村,1,5714,,120.650382,31.964685,金鹿路，近锦中路,889391
利时广场,1,7500,,119.927283,31.025652,中央大道，近长州路,1012328
春江花苑,76,3933,0.000445,120.584407,32.111654,纬八路,918279
香墅湾,31,11894,0.022128,120.418683,30.862450,年丰路379号,939302
汇景名苑,2,9384,,120.640742,30.909460,舜湖西路,887299
秀湖香颂湾(商住楼),28,10000,,120.697037,30.788941,秀洲大道1369号,1022023
花苑新村,35,11652,0.006131,120.521679,31.265741,花苑街,887764
海德公寓,5,5000,,120.563980,30.627280,梧丰路511号,992994
秀水瑞苑,1,11627,,120.624995,30.801293,蓬莱路,794262
合景峰汇三期,2,18867,,120.611531,31.371300,聚贤路,888954
嘉业阳光城,11,11882,,120.105115,30.888772,凤凰路288号,939037
奥林运河湾,1,9340,,120.671396,31.188575,淞兴路,887005
雅阁花园,6,43319,0.005478,120.567112,31.297068,狮山路185号,886625
幸福新村,2,8527,0.133373,120.560750,32.386110,益寿路,918416
吴越岭秀,1,11879,,120.636494,31.177060,江兴西路788号,886827
漕湖花园(五区),1,18968,0.037026,120.627883,31.471652,五星路，近卫渭路,889089
信业ICC,4,16315,,120.106134,30.870853,红旗路，近南街,990888
长广金水苑,18,3960,-0.000946,119.713780,31.080395,s301,939601
金都花苑一期,7,4054,,120.438598,31.945704,晨丰公路，近勤政路,889704
龙庭花园,10,11538,,120.596130,30.991766,双龙路,887243
太湖华府,3,13300,,120.325249,31.140629,大桥路,888116
绿城安吉桃花源,11,10291,-0.004546,119.638616,30.582754,梅灵线,939678
锦溪江南美墅,2,9130,,120.023943,30.671711,建设路1号,939059
紫云居,1,9333,,120.448065,30.469016,修川路991号,952813
新塍佳源中心广场,1,11255,-0.007933,120.622725,30.800661,虹桥路581号,1012474
捷达名轩,1,8354,0.003032,120.668350,31.164050,庞金路,887014
豪得别墅,1,9049,-0.018146,120.644179,31.770722,凤恬路68号,889294
弘博名人世家,1,5102,,120.456507,32.581354,城丹凤路216号,926345
吴江上海城,1,13521,-0.048487,120.641152,31.182029,仲英大道1088号,886824
承安新都会,31,10869,,120.091853,30.850348,二环南路，近夹山路口,1030279
太湖缘,1,30973,,120.464073,31.133017,腾飞路399号,560931
港城新村,1,7419,,120.582246,31.882369,江帆路，近张杨公路,889275
铂金公馆,9,12000,,119.667402,30.610807,独松观路468号,989736
美都铭座,10,9139,,119.924405,31.003582,明珠路61号,939542
万科新都会,3,17910,,120.415426,31.350758,武夷山路,886756
运河苑,120,10046,0.001770,120.452832,30.457092,青年路96号,952811
锦绣家园,45,12250,,120.646561,30.985421,学才路29号,887217
盛泽国贸中心,18,9357,-0.000134,120.637848,30.903818,市场西路599号,1022391
月亮湾(南区),24,12959,,120.645769,31.272182,迎春路，近文曲路 ,887709
金盛花苑小区,5,11071,,120.497495,32.539268,黄海大道,917906
明珠花园,12,7500,,119.924021,31.000952,海兴路,939544
万科新都会(别墅),1,18343,,120.414594,31.351222,武夷山路,886770
吉祥苑,2,11711,0.135606,119.975500,30.541111,府东弄,939379
芙蓉新村,25,25970,-0.000096,120.626604,31.402850,芙蓉街33号,888814
嘉禾绿洲,2,12746,0.311047,120.699899,30.759256,秀清路188号,890211
时代花园,2,42331,0.029557,120.562137,31.312824,何山路,886526
国贸仁皇,1,8876,,120.084163,30.911713,青太路1455号,938994
凤凰公寓,4,9640,0.000727,120.569908,30.633805,振兴东路，近人民路,992989
香港花园,2,30852,0.012304,120.519065,31.266774,花苑街，近香港街,887885
锦绣苑,3,8510,,120.571067,32.395336,锦绣街,918353
东山会,1,33734,,120.414168,31.095947,雨花路8号,888089
世茂九溪墅(别墅),1,13987,,120.530863,31.852732,港城大道，近暨阳湖大道,889647
金茂国际,18,9407,0.009632,120.556051,32.388758,中山西路1号,918348
