小区,房屋数量,count,均价变动,lng,lat,地址,ID
长桥四村,298,59510,-0.000967682,121.44637900000001,31.140865,长桥四村1-124号,15520
华晖绿苑,64,60474,0.0548123,121.542367,31.270195,宁国路229弄,3602
春港丽园,345,49375,0.00422168,121.630071,31.207727000000002,益丰路55弄,1862
锦秋花园(公寓),342,52971,0.00959769,121.39451799999999,31.330555,锦秋路699弄,8586
瑞金二路80弄小区,16,101923,,121.471324,31.220655999999998,瑞金二路80弄,11816
金团花苑,48,13561,-0.00109963,121.74502199999999,30.974290999999997,永春南路407弄,7932
北宸佳苑,85,69787,0.0491131,121.494445,31.294504999999997,中山北一路1100弄,3148
万邦都市花园,618,80773,0.00115801,121.56001100000002,31.207524,龙阳路1880弄,318
上钢二村,55,52998,-0.0125708,121.500478,31.181773,历城路81弄，历城路83弄，上南路800弄，上南路1000弄，上钢二村,990367
金桥酒店公寓,237,69793,-0.0201828,121.595128,31.250204999999998,红枫路108弄3-8号,877058
昌鑫时代绿园,195,54363,0.0454145,121.468198,31.333395,虎林路99弄,8518
成亿家园,98,61431,0.050869199999999996,121.40985400000001,31.150284999999997,顾戴路251弄,6804
骏丰嘉骊花园,32,38365,-0.0461379,121.324851,31.294464,沪宜公路139号,208391
泰宸新苑,32,51505,-0.0176061,121.36911299999998,31.247628000000002,金沙江路2788弄,9071
精文苑,32,95261,-0.013033700000000002,121.498802,31.207078000000003,西藏南路1639弄,3320
东碧林湾,32,62919,-0.011999,121.36840500000001,31.145406,七莘路1890弄,114857
外贸公房,16,76278,-0.00662873,121.434831,31.211078000000004,番禺路290弄10支弄,793
中铁北城时代(公寓),16,37099,0.0137088,121.44486299999998,31.396337,月辉路218弄,727157
新弘国际城(公寓),212,35227,-0.00617438,121.330178,31.079943,明中路1777弄,205239
中信泰富朱家角新城鸿玺郡,49,29928,-0.08203010000000001,121.052687,31.126990000000003,阁游路999弄,862551
黄浦新苑(西区),164,95228,0.05123490000000001,121.49044599999999,31.215466999999997,丽园路333弄,818858
江海新村,595,22949,-0.0305243,121.46105800000001,30.911146000000002,江海新村,177715
成功家园,16,38477,0.0958172,121.73125300000001,31.053137,人民西路1559弄,7716
天和前滩时代,81,28138,-0.00107514,121.523495,30.97617,万顺路2768弄，万顺路2968弄,1026828
红星国际生活广场,34,33333,0.00186348,120.558226,31.267213,长江路，近长塔路,887760
绿洲古猗新苑(一期),16,43901,-0.010557299999999999,121.321523,31.294584999999998,古猗园路155弄,189832
金山南区,16,7594,0.104582,121.25915900000001,30.163541,南二环中路,918721
景源名墅,48,31481,-0.0390708,121.42516299999998,30.913383000000003,钜庭路333弄,370148
鑫塔水尚,19,34398,0.00295528,121.145338,31.146071999999997,沪青平公路5000弄,541706
龙腾苑,53,44144,-0.0922402,121.590275,31.266221,长岛路638弄,1632
虹园八村,51,62538,-0.0112345,121.37856299999999,31.219724,北渔路115弄,903
龙悦小区一区,16,28076,-0.027772,121.318696,31.131179,龙金路180弄,9575
新泾六村,16,58734,-0.0142809,121.373453,31.226361999999998,金钟路340弄1-85号,873
复兴珑御,409,127826,0.0009878060000000001,121.49074399999999,31.22287,西藏南路699弄,730159
沙逊别墅,16,273224,0.008593700000000001,121.36701699999999,31.193316999999997,虹桥路2409号,569
嘉宝紫提湾(公寓),195,40439,-0.00689728,121.286092,31.340213000000002,德立路88弄,206695
绿洲华庭,17,15789,0.0875465,120.63931200000002,30.908196000000004,舜湖西路，近宝龙桥路,887313
武康路老公寓,16,111750,-0.00180179,121.44558500000001,31.211973999999998,武康路391弄,129828
鹤沙航城瑞馨苑,68,29999,-0.01899,121.6133,31.086815,航春路169弄,658219
浦东南路1780弄小区,23,42880,0.00968437,121.525099,31.222476,浦东南路1780弄,5551
农房恒海国际花园,16,13081,0.00114802,121.022181,31.171096999999996,旭宝路99号,883538
曲阳路920弄小区,16,75757,0.0365176,121.49816499999999,31.296337,曲阳路920弄,6610
国和路600弄小区,16,54035,0.00169488,121.52436000000002,31.31999,国和路600弄,85829
明华苑,81,89550,-0.041327300000000004,121.437886,31.195646000000004,南丹路138弄,2379
金中苑,195,100607,0.0192828,121.49818300000001,31.207845000000002,中山南路1887弄,3727
环球国际,16,7718,-0.032639299999999996,120.72493500000002,30.756729999999997,文昌路1209号,944516
桂平路277弄小区,16,65209,-0.0474041,121.413366,31.164634999999997,桂平路277弄,1753
文晋苑,24,17000,-0.00158572,121.133027,31.035016,平原街699弄,820795
奉馨园,34,11854,0.00565951,121.65076200000001,30.930065999999997,新奉公路6215弄,244859
淞南五村,262,44753,-0.00502763,121.48507,31.339084999999997,淞南五村,819955
梵克雅堡别墅,16,44076,0.055161699999999994,121.62248899999999,31.277511999999998,佳京路465号,527593
广中路456号小区,16,53387,-0.058243899999999994,121.47668700000001,31.285228999999998,广中路456号,173496
中梁海伦国际,1,43801,0.100326,121.48596200000001,31.267796999999998,宝山路778号,1001333
中信泰富朱家角新城翠苑,65,29874,-0.0008408980000000001,121.04593600000001,31.125057,阁游路777弄,817312
光明村,80,123529,0.00214986,121.46968999999999,31.223762,南昌路278弄,87366
东园二村,48,84025,0.0463418,121.517601,31.236763,东园二村,14045
中瑞公寓,32,82891,0.0140856,121.426905,31.192644,柳州路980弄,368744
浦江华侨城(四期别墅),96,56818,0.0957891,121.50116899999999,31.099095000000002,浦驰路1335弄,876639
英达苑,128,64409,0.00731578,121.51374799999999,31.275165,辽源西路338弄,3193
丰华家园,1,61529,0.0007481739999999999,121.480065,31.310136,华严路138弄,4422
新市家园,81,58258,-0.00915028,121.487605,31.301298,新市南路841弄,4173
松江环城新村,32,31941,0.0172452,121.262048,31.009387,环城路,8674
裕鸿佳苑(北二区),104,20755,-0.104395,121.857072,31.528877,安振路518弄,820004
悦华公寓,34,16258,0.00265627,121.26359,31.395611,东大街118弄,9097
华巷小区,1,25789,0.5900489999999999,121.236902,31.251339,新府北路68弄,782003
琉森公馆,38,16157,-0.0215328,121.62798000000001,31.123579,周邓公路5333号,792957
罗兰佳苑（东区）,1,24960,-0.086792,121.34875100000001,31.402247999999997,罗真路188弄1-21号,1006674
豫园雅郡,24,17772,-0.00511004,121.163968,30.910027000000003,秀州街958弄1-82号,232418
华馨小区,16,64208,-0.0794105,121.427279,31.230394,万航渡路1486弄,5330
中环花苑,128,73309,-0.00384645,121.42342099999999,31.270578000000004,新村路1288弄,4771
樟树缘公寓,16,61877,0.00599215,121.56361000000001,31.287724,军工路89弄,62156
建国西路407号小区,16,195205,,121.46001899999999,31.209823999999998,建国西路407号,819403
新城上坤樾山四季(别墅),32,64147,-0.020285499999999998,121.245478,31.106732,城隆路1258弄,866910
浦东大道2511弄小区,32,54904,-0.0631222,121.56669699999999,31.264928,浦东大道2511弄,221016
白大楼,16,60859,0.046489499999999996,121.432166,31.250646000000003,中山北路2380号，中山北路2410号，中山北路2390号，中山北路2400号,990487
清真小区,146,72943,-0.025723000000000003,121.46483700000002,31.205112,清真路99弄,1966
馨康苑,49,57744,-0.0111119,121.448127,31.327672999999997,共康路169弄,8061
塘沽小区,32,42000,-0.000761325,121.493994,31.254792,乍浦路252弄，乍浦路254弄,990107
朗诗新西郊,429,101473,0.0281376,121.386228,31.212187,青溪路770弄25号,7354
正荣御首府,401,22189,0.00118924,121.32538600000001,30.751565000000003,龙轩路1998弄,651148
大华水岸蓝桥,151,66089,-0.00033492900000000003,121.415103,31.280711,真华路999弄,204639
财富海景花园,2871,132262,0.013606700000000001,121.51553500000001,31.231283,浦明路258弄,6
高斯路1064号商业楼,16,36517,-0.0146766,121.61954899999999,31.205577,高斯路1064号,817475
万豪佳园(别墅),16,8863,-0.00337344,120.97398899999999,31.612781,支塘集贤路,885303
竹桥新村,3,21666,-0.0011986,121.32687,31.260135,黄家花园路,14143
官厅路6号小区,279,11863,0.11782000000000001,121.335146,30.955091999999997,官厅路6号,817307
金谷公寓,11,27026,0.00599824,121.28021899999999,31.117492,江川北路109弄,344870
塘和家园德宁苑,96,26411,-0.0160149,121.257709,31.105196999999997,德宁路89弄,785828
凯虹公寓,11,42354,-0.223108,121.511172,31.269198,飞虹路375-387号(单)，飞虹路397弄1-3号，飞虹路369弄1-11号,1025978
锦馨苑,178,69919,0.00671574,121.422307,31.196325,古井路38弄,7390
康阳小区,48,58268,-0.09548200000000001,121.532058,31.270369,长阳路1120弄,5032
朗诗虹桥绿郡(公寓),114,87474,-0.028011900000000003,121.419876,31.216621999999997,中山西路699弄,370233
中天精英公寓,19,32352,-0.019874,121.39841200000001,31.24213,中江路943号,609430
玉兰小区,80,54761,-0.0100076,121.56782700000001,31.18712,莲溪路550弄，莲中路337弄,990054
施湾家园,97,31967,-0.0369333,121.763328,31.151472,施镇路385弄，施镇路255弄,1025865
四季园,375,84097,0.07117380000000001,121.459092,31.201735,东安路149弄,2423
嘉宏紫薇园,18,64024,0.0106883,121.484875,31.271483,同心路28弄,4227
祁南二村,81,29582,-0.013970500000000002,121.355802,31.420477,市一路153弄,12485
祥生御江湾(公寓),113,75085,-0.00590762,121.50486399999998,31.33679,国权北路1188弄,224224
兆丰大厦,54,38971,0.00771672,121.43293,31.229587,长宁路398号,944616
武康大楼,22,71339,-0.00565893,121.444702,31.210820000000002,淮海中路1850号,17076
贝港第二居民区,112,29838,-0.056834,121.45378899999999,30.919676000000003,贝港新村南区403-559号,1015193
德华二村,48,38201,0.0170095,121.315969,31.301084999999997,德园路366弄,9092
蔚蓝海岸天科苑,96,62581,-0.014996500000000001,121.524514,31.226164,浦东南路1550弄,7
东陆新村二街坊,96,49806,-0.0180923,121.60591799999999,31.279314000000003,凌河路420弄，凌河路354弄,990241
仁恒河滨城(一期),1038,102736,0.010186,121.573268,31.234035,丁香路1599弄,106
阳阳公寓,32,56865,0.0189399,121.544078,31.277557,长阳路1865弄,3973
金国大厦,1,40515,-0.0576137,121.517481,31.203088,浦东南路2362号,862219
桐柏公寓,51,66192,0.000523638,121.41291799999999,31.239888,桐柏路30弄,862173
星福家园,16,47472,-0.00255735,121.38063000000001,31.320078999999996,聚丰园路669弄,14400
南丹小区,145,95412,-0.0170471,121.43671299999998,31.197509000000004,宜山路50弄，南丹路333弄，宜山路60弄1-4号，宜山路52-58号(双号),990151
王金更住宅小区,20,65151,0.0123846,121.37793700000002,31.21152,淮阴路575弄1-45号,7363
新乐路洋房,65,333333,0.0101367,121.46163600000001,31.223564,新乐路,321865
建德花园紫荆苑,50,54389,-0.00962994,121.367003,31.242982,棕榈路301弄,2878
绿洲古猗新苑二期,16,43519,-0.018677000000000003,121.32001100000001,31.294353000000005,沪宜公路339号,819689
新城逸境园,16,32160,-0.105843,121.14017199999999,31.164309999999997,华科路255弄,8554
杨浦上海新村,16,66038,0.031191000000000003,121.51956799999999,31.315507,国京路60弄1-18号,4693
兴国路271弄小区,64,145772,0.106967,121.444231,31.211158,兴国路271弄,85665
延安东路新里,32,94339,,121.49346200000001,31.237558,延安东路272弄,114279
阳曲路555弄小区,48,52969,-0.0133842,121.465852,31.322013000000002,阳曲路555弄,1537
唐山路1380弄小区,16,59216,-0.00038102300000000003,121.523067,31.272318,唐山路1380弄,13415
汇峰大厦,2,57344,0.00127088,121.446104,31.193631,天钥桥路380弄20号,4743
红光小区,16,25892,-0.0316605,121.77736499999999,31.069001,拱极路698弄,650260
东华新村,87,15961,0.0683259,121.14700500000001,31.038263,昆港公路1956弄,652975
铁岭路50弄小区,16,74061,0.0118867,121.52178,31.284776,铁岭路50弄,4939
复星花园二期(东区),96,48954,-0.0101304,121.418656,31.289485,行知路569弄,816970
淀湖鹿鸣九里(别墅),34,15259,-0.010527600000000002,121.00262099999999,31.16382,万园路66号,884600
桃李春风景苑,75,9213,-0.0042153,120.79874699999999,30.345156,钱塘江路,1005437
胡家木桥路35弄小区,16,76181,0.226115,121.499826,31.264039,胡家木桥路35弄,98610
金旭花园,3,12237,-0.144764,121.338204,30.743271000000004,金山大道2724号,8444
蒲园,64,133412,0.0549111,121.46121000000001,31.227263,长乐路570弄1-9号,117603
银河经典苑,81,63434,0.0335827,121.544083,31.274869,临青路555弄,3565
伟业金锦苑三村,243,53898,-0.0259678,121.59351699999999,31.290823,东波路585弄,13053
新园公寓,16,58608,0.286749,121.40639099999999,31.160978999999998,古美路1107弄26-38号,820518
安亭高尔夫别墅,52,29559,0.0143411,121.193306,31.280144,博园路6777弄,262192
新湖青蓝国际,195,83644,0.0441031,121.480347,31.268829999999998,东宝兴路，近青云路,413447
澄城公寓,135,21705,0.0785377,121.292794,31.363746000000003,丰登路1030号,817209
虹桥怡景苑,65,68393,0.028943200000000002,121.380528,31.212053000000004,仙霞路1316弄,1215
新德公寓,33,55065,0.00523011,121.452063,31.320139,曲沃路470弄,192784
平南三村,220,63926,0.00639046,121.398393,31.157401,平南三村,6479
东郊花园(二期),129,124023,0.017199000000000002,121.608608,31.228624,紫竹路128弄,791602
沪东新村小区,17,49115,0.032298200000000006,121.58904299999999,31.274820000000002,沪东新村81-91号，95-122号，227-229号，沪东新村58-80号，201号，230-240号，312-381号,1026096
临港首府(公寓),3,26621,0.00385169,121.912322,30.906097999999997,竹柏路503弄,907948
文化花园园中苑,64,66894,-0.0245851,121.497359,31.309341999999997,武东路315弄,3672
马华大楼,16,54285,-0.00510672,121.49370900000001,31.282667,大连西路280号,657326
华馨公寓,32,73760,0.0119913,121.457755,31.140653000000004,罗秀路55弄,7618
朱行四村,66,49091,0.0249434,121.42906200000002,31.128705,莘朱路1924弄,6857
新泾别墅,32,73412,-0.0175352,121.37123400000002,31.204953999999997,金浜路10弄,5269
虹德苑,146,73662,0.00474469,121.41937,31.22591,长宁路1302弄55支弄,710
保利星海屿筑(北区),1,42776,0.00183013,121.260847,31.356926,高台路560弄，洪德路683弄1-21号,1026210
延虹公寓,16,56539,-0.019303,121.38427,31.194618,虹中路796弄,4636
茶园坊,16,61944,-0.030555900000000004,121.52644599999999,31.296083000000003,黄兴路1717弄,3925
侨福逸品福邸,1,12034,-0.0869066,120.410114,30.342096,聆涛路188号,925384
高行银杏苑(北区),130,49807,0.00292261,121.61523000000001,31.29632,金高路436弄,877073
民主花园,142,53009,0.00276726,121.455483,31.324346000000002,共和新路4703弄85-87号,4756
星河世纪城星月蓝湾B区,80,57049,0.0307284,121.400906,31.268683000000003,桃浦路300弄单号,938284
华盛新村,32,24970,-0.0009773380000000001,121.758257,31.053243,华盛新村,7811
襄阳南路166弄小区,16,153571,0.00160444,121.46344199999999,31.219893,襄阳南路166弄,114653
罗秀二村,64,52998,-0.00593508,121.453071,31.138634000000003,罗秀路213弄,2035
京城大厦,26,48710,-0.104555,121.523576,31.221245,张家浜路37弄,2321
万安世家华园(公寓),49,16830,0.0284623,121.163625,30.904171999999996,健康路415弄,370205
逸天阁,65,56159,0.07244339999999999,121.456978,31.252240999999998,天目西路547-1号,9268
方舟园三村,48,32159,0.00995541,121.24391200000001,31.023976,荣乐中路30弄,8524
华苑新村,16,8491,-0.132326,120.43243999999999,31.962498999999998,中港北路4号,889344
龙柏易居公寓,64,52335,-0.0141148,121.371257,31.181062,龙柏六村,7106
莲浦府邸(东区公寓),184,64208,-0.0197015,121.37183200000001,31.144766999999998,宝铭路88弄,1671
馨越公寓,2,39175,-0.0233192,121.37257199999999,31.234825,千阳南路99弄,820257
赞成丽景苑,16,10556,-0.00176967,120.79293200000001,30.765657,双溪路453号,890114
长桥三村,148,59535,0.000804484,121.448231,31.140985999999998,龙川路58号,10356
金光花苑,32,39476,-0.233621,121.396142,31.286580999999998,古浪路355弄，桃浦西路955弄,1026025
珠江假日广场,35,18056,0.00143404,121.238676,31.09113,城隆路629弄,446390
幸之苑(一期),32,54013,0.0244395,121.494523,31.31969,逸仙路1321弄5支弄,820438
仁德坊,32,92282,0.00928226,121.486621,31.210728000000003,斜土路298弄,542
复地香堤苑,64,37076,0.014991999999999998,121.193096,31.057325,三新北路1755弄,7879
名仕世家花苑,282,44751,0.0166223,121.383028,31.095351,申北路566弄,115584
保利熙悦,97,48492,-0.0215155,121.381449,31.31415,走马塘路1228弄,809656
寿昌坊,195,57862,-0.015072899999999998,121.427741,31.157473,桂林西街151弄2-78号,2206
世茂云图,133,53058,-0.0126303,121.551799,31.122312,康涵路58弄,780583
金榜新苑(北区),16,36032,-0.023332,121.421205,31.064766,都市路1900弄,866000
欧阳大厦,48,51473,0.10822799999999999,121.493407,31.279692999999998,欧阳路561号,944583
思凡馨苑(东区),48,32075,-0.0009344339999999999,121.759597,31.147303000000004,施湾三路1055弄,654137
康衢小区,81,78276,-0.00956575,121.477332,31.201775,中山南一路1109弄,13697
连云大楼,16,103820,-0.010793299999999999,121.479354,31.230225,金陵西路40号 ,862422
胶州路273弄小区,16,138317,0.0515524,121.448698,31.234982000000002,胶州路273弄,167585
秋霞公寓,2,22290,0.024150799999999997,121.254279,31.387514000000003,东大街250弄,9031
百乐门小区,32,80475,-0.00167648,121.44860700000001,31.231097,愚园路246弄，万航渡路92号,1026203
紫荆二村,116,28577,0.013936000000000002,121.17206200000001,31.296229999999998,泽普路175弄,9004
红庄新苑,64,14987,-0.0135674,121.728641,30.905039000000002,港极路568弄,817786
临汾路1515弄小区,16,47519,-0.023046900000000002,121.44461499999998,31.314566999999997,临汾路1515弄,2281
阿麦伦公寓,16,113636,,121.450686,31.211656,高安路14号,172188
银华苑,17,92625,-0.00167984,121.44901999999999,31.237146000000003,胶州路358弄,4156
顺达苑,16,54357,-0.0107311,121.547523,31.336251,殷行路250弄58-71号,4193
东泰大厦,113,45259,-0.016071799999999997,121.49589099999999,31.253346,塘沽路309号,912793
东方广场,96,65711,0.00971676,121.56243300000001,31.259192,万德路11弄,2029
新丰花苑,8,17650,-0.0675456,121.40478600000002,31.458246000000003,塔源路295弄,468845
益海佳苑,81,54443,-0.10948499999999999,121.51923000000001,31.289576,中山北二路709弄1-10号,3172
新乐路151弄小区,16,159259,,121.46070800000001,31.223465,新乐路151弄,819968
广兰名苑,97,50866,0.0341575,121.626824,31.209245000000003,广兰路1166弄,1915
卢湾都市花园,359,91061,0.033434399999999996,121.483024,31.206845,鲁班路509弄,74
农房松江府,49,37150,0.010407,121.194345,31.020128999999997,乐都西路1636弄,656792
水岸华庭,16,37961,0.0709168,121.246599,31.038331,通波路186弄,14832
宝马花园,1,6601,-0.0796052,120.44202299999999,30.527477,工农路999号,892543
天禧嘉苑(北区),49,38493,-0.024447299999999998,121.313177,31.272483,嘉峪关路600弄,319736
海琪园,378,103685,0.0294839,121.51026200000001,31.22607,中山南路398弄,3522
越富豪庭,48,75894,0.00596564,121.525958,31.220103,峨山路681弄,10169
公平大楼,17,51204,-0.104854,121.508845,31.263723,周家嘴路734号,6588
银虹花苑,1,29535,-0.00432944,121.444138,31.112685,银都路688弄,4534
浦江丽都(北区),16,37524,-0.008590299999999999,121.54339399999999,31.060252000000002,浦连路439弄,243977
民主街小区,17,34556,-0.00958291,121.313469,31.295345,民主街368弄,291458
绿城上海御园,172,90780,0.00904786,121.59614199999999,31.298712,兰谷路2777弄,607019
商业二村,32,57679,-0.023013,121.487527,31.289487,广灵二路商业二村,819193
龙科公寓,18,42723,-0.047830199999999996,121.56097,31.196596999999997,高科西路2757弄,819457
石化十三村,16,17627,-0.0059413,121.35511799999999,30.715922999999997,蒙山路30号,8447
古桐二村,48,52635,0.0621618,121.624905,31.206215000000004,高斯路1296弄1-43号,82018
民星二村,113,53250,-0.020461700000000003,121.542348,31.318922999999998,民星二村，民星路400弄，民星路420号,990385
万富轩,66,45348,-0.01138,121.518924,31.169334999999997,板泉路1567弄,357989
阳城世家苑,96,66804,0.0219163,121.43354,31.287738,晋城路663弄,119263
徐家汇景园,246,89645,-0.05352899999999999,121.43443300000001,31.195511,徐虹北路18弄,2487
融信铂湾(公寓),83,46211,-0.00614633,121.239337,31.143984999999997,置鼎路889弄,638435
湖南路100弄小区,16,150222,,121.447355,31.215045,湖南路100弄,85481
上飞新村,80,61591,-0.06678780000000001,121.464579,31.179199,云锦路185弄1-13号,1902
岭南翠庭,66,52570,0.00321689,121.46076299999999,31.33111,岭南路1289弄,8036
光明新村,49,9693,-0.0103697,121.093275,31.304247999999998,光明路1350号,883497
天居玲珑湾(别墅),17,35081,-0.00228534,121.21346100000001,31.408427000000003,汇旺东路1188弄,876656
东风小区,17,49690,0.00509141,121.370248,31.160751,富强街3弄59支弄，富强街3弄,990468
沂南路54弄小区,32,63689,-0.00421475,121.515799,31.20383,沂南路54弄,17229
祥和星宇花园(二期公寓),16,55728,0.0031488,121.40208899999999,31.287113,古浪路183弄,753952
杜鹃苑,48,44749,-0.00473416,121.35838000000001,31.291232,绿杨路201弄 ,816719
龙博公寓,64,60845,-0.0111338,121.5611,31.18505,沪南路1168弄,314490
翡翠湾公寓,16,80152,,121.563879,31.247327000000002,张杨路2242弄,367
国权北路351弄小区,16,52250,-0.0138905,121.502792,31.319840000000003,国权北路351弄,8365
中山苑,32,62992,0.0215692,121.45298899999999,31.187473999999998,中山南二路999弄,1896
凯迪迪美逊,16,94257,0.028874900000000002,121.47833999999999,31.199912,日晖东路483号,14876
东苑怡景园,66,59238,-0.0061572,121.40495800000001,31.157139,莲花路1058弄,6418
海茂公寓,128,20000,-0.000349878,121.27616,31.085924,同乐路77弄,8686
淮海西路229弄小区,16,120284,0.000340976,121.43359099999999,31.205178000000004,淮海西路229弄,866373
淮海中路新里,260,138333,-0.00217838,121.448687,31.214025,淮海中路1672弄,16800
底特律财富天地,36,16427,-0.0058227,121.16749399999999,31.295647,曹安公路5588号,219091
游站未来城,58,10104,0.025578599999999996,121.133601,31.292834999999997,绿地大道258号,884298
兰溪路221弄小区,16,56000,-0.00313301,121.40773300000001,31.252714,兰溪路221弄,84412
卓越世纪中心,2,23085,-0.0225464,121.497623,30.917376,望园南路1288弄,1015184
绿梅公寓,34,40662,0.170123,121.376325,31.119805,莘凌路241弄,586076
瑞禾明苑,33,54823,0.00177247,121.596153,31.344361,夏碧路79弄,12245
新长小区,48,56312,-0.010905,121.44057600000001,31.272582,新村路248弄,7185
兴荣苑,80,61024,-0.0103444,121.437946,31.137168,罗秀路955弄,2467
谈中路158弄小区,32,33419,-0.0690927,121.537104,31.072642,谈中路158弄,862441
大众湖滨雅园,68,15789,0.00515661,120.864543,31.032656,浦港南路568号,887144
中科花苑,19,10883,-0.0848049,121.076898,31.299798,金城路，近金捷路,926380
环球公馆,1,8510,0.15750799999999998,120.72523899999999,30.756713,文昌路1185号,944521
杏梅园,132,58857,-0.011395299999999999,121.413572,31.240540999999997,曹杨五村111-135号，241-253号,1778
上海临汾名城二期,16,60865,0.00525212,121.472831,31.3208,汾西路88弄,819282
康健星辰,113,73882,-0.0443895,121.42513500000001,31.159896000000003,浦北路388弄,1504
康花新村,16,39155,-0.097851,121.551245,31.155107,康花新村,13035
临潮一村,51,18338,0.00378471,121.35400200000001,30.724272999999997,临潮街360号,245560
兰城小区,49,60023,-0.00433891,121.58650700000001,31.270975,兰城路108弄,14144
上钢十村,228,58424,0.0295222,121.491553,31.176249,西营路33弄,6086
中远华城,16,7813,0.074257,119.928844,31.042081,发展大道,939608
文景苑,180,40624,0.00733255,121.240357,31.046457,文翔路1099弄,8184
金田公寓,32,59693,0.026358299999999998,121.51368500000001,31.204446,南码头路144弄,2614
碧林湾(公寓),198,60132,-0.012644200000000001,121.360051,31.146455,中谊路888弄,6964
青湖轩,49,32705,-0.00889854,121.151844,31.150559,崧文南路59弄1-24号,818527
方舟时代广场,147,45876,0.25397800000000004,121.285036,31.392159000000003,澄浏中路3128弄,816752
市光三村,214,51846,-0.0150942,121.548277,31.324561,市光三村1-101号,4972
长春新苑,177,71664,-0.00237449,121.42286599999998,31.184726,桂林路567弄,1499
泾阳家园,66,52046,-0.00650243,121.371656,31.243771000000002,金沙江路2349弄1-33号,2855
上海花园(公寓),18,67982,-0.0437102,121.41098799999999,31.141639,莲花路7888弄,569121
